문장,혐오 여부
이제까지의 엑스맨 시리즈 중 평점이 가장 높을만한 최고의 완성도가 돋보임. 엑스맨 시리즈를 그닥 좋아하지 않음에도 본 작품은 추천!,1
이런건 왜 언론에 안나오는거냐,0
인터뷰 한번 하자,0
영상이 참 예뻤다. 짧아서 아쉽긴 했지만 엔딩이 예뻐서 좋았다.,1
씨발새끼 존나 쎄네 보폭봐라,0
빈 깡통뿐인 전쟁영화를 기대했다면 실망이겠지.,1
"시간과 공간 그리고 존재와 삶, 그 영원무구한 주제. 예술이 궁극의 해답이다.",1
"자~~

어이구야 허허허

웁!

또로로록!",0
언제 비가 쏟아질지 모르는 불안한 여름. 하지만 푸른 바다의 여름. 그래서 청춘.,1
자꾸 다시 보게 되는 드라마입니다. 참 예쁘고 배운 것도 많은 드라마에요.,1
괜찮은 작품!,1
쟤들은 저게 진심인거잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 으따 우덜 선비님들 류우머력 보소 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
지자식이 강간당해도 강간범 손 들어줄 새끼,0
진짜 사악한 새끼들,0
와 진짜.. 중국에 잘보이는건 이해되도 북한에 잘보이는건 왜지?전혀 무쓸모인데,0
"@익명ec4b18 ㅇㅇ
가세연 라이브 매일 챙겨봤음 진작 알고있는것",0
시리즈물은 대부분 1편이 제일 재밌음 乃,1
와 대박재밋어용!! 제이오빠짱!!,1
ㅅㅂㅎ,0
이정도는 받아야 안되겠냐?,1
"깡패, 연애라는 소재에 지루함을 느낀내게 '천재'라는 소재를 잡은 영화는 신선했다, 뿐만아니라 그 소재에 탄탄한 스토리, 디테일한 연출, 그에 걸맞게 나온 몰입도가 최고였다.",1
응 연기야~,0
진짜 ㄹㅇ이네,0
구역질나는 년들,0
모리탐정님의 활약이 돋보였던 극장판전체적으로 스토리는 괜찮았는데 비해 평점과 흥행수입은 되게 낮네요,1
패스트앤 퓨리어스는 5편부터 다시 시작한다!,1
진짜 재밌게 봤어요 ㅋㅋㅋㅋ,1
이런게 바로 서양인들의 모험심 개척능력이 아니었겠냐. 저 시대에 미개한 조선 탐구하러 온거잖아.,0
"플랜맨 볼만하네요. 울 아이에게 너무 다그치지말아야겠다. 울 아이에게 최고로 좋은건 가족과 함께 사랑스런 일상을 보내는것이니까, 아줌마가 봐도 한지민씨 매력있네요^^",1
사정봉 보석상 털때 정지화면처럼 하는연출? 그거너무좋아... 아 대박,1
"ㅁㅈㅎ? 181? 뭐니?? 주사파 틀딱??
카툰을 이해 못하는 북좃선 거지 양아치 똥돼지 김정은의 밑딱가리들이
댓글 허접하게도 쓴다~10R종자들...ㅌ ㅣ ~확난다 니들은 모르겠지만~",0
전 재밋던데..^^... 역시 보는사람마다 각자 느끼는게다르다는거... 후 ㅡㅡ;;,1
저 얇은입술 진짜 꼴보기 싫다. 한때라도 널 괜찮은 사람이라 생각했던 내가 혐오스럽다.,0
감동ㅠㅠㅠ개들 불쌍하네요,1
웃프구나...,0
"ㅈㅏ한당은 뭐하노?

저런거 가만히 내비두노",0
no.1,1
다운받아봤는데 그냥 나쁘진 않았어요 시간보내는데에는 좋은듯...,1
하루한번 로그인하면 1포인트씩 올라가는거 사라졌냐? 리뉴얼되면서 안올라가네 아 ㅅㅂ 좉같다,0
퍼펙트한 예술을 보았습니다~,1
@정글의쓰리썸 개나소나 홍어로 몬다더니 본인은 우파 무적권 박사모로 몰아버림 ㄷㄷ 자신과의 싸움 ㅆㅅㅌㅊ,0
아주아주아아주아주아주아주아주,1
귀빈활쏘는솜씨가장난이아닙니다염병수는더잔인하계처치해주세요,1
@가지가지나물 특파원ㅇㅂ,0
여러번봐도 질리지 않는다!,1
"좌파특이였나 재임시절 아이들이나 직원들등
감성사진 찍어서 존나게 배포되긴했었지",0
채널A도 슬 슬 우파쪽으로 돌아 오는군~~,0
@안녕씨발년아 나대지마,0
"아름다우네요,,",1
보지도 않았는데 감동부터 오네요,1
두말할 것 없이 최고. 몇 번 돌려봤나..나와있는 자막이 다 별로라 아쉽지만 최고의 시트콤.,1
"한국군은 ""빠라바라밤""만 존나 나오고,,, 별들 달고 꺼드럭거릴듯,,",0
"오히려 한국 대통령쯤 되는 인물이 궁상떠는게 더 병신같은데
쟤는 서민 코스프레를 하면서 저 지랄을 하니;;",0
천조국 시민이노 박탈감 오지게오네 ㅁㅈㅎ,0
머리에 솜사탕 이고 다니면 안 무겁노,0
"@익명_1ea0f1 오오미 진짜 억울하네

아니 시발 박근혜 욕하길래

이건 아니다 싶어서 참교육 시전한게

왜 욕이랑게 ??",0
@통근치한열차 유조선 뱃놈게이다. 3주간 하루 14시간~16시간 일하고 과로로 기절했는데 슈퍼하드 ㅇㅈ하냐?,0
아... 그 때가 어렴풋이 기억난다... ^───^,1
@혜령아함줘 대구에부촌없다ㅅㅂ아,0
@Contador 클럽가면 널린애들은 화장안하구가냐ㅋㅋㅋ,0
렉서스 차 좋음.,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 가만생각해보니까 강이 얼마나 처말라버렸으면 새끼물새가 바닥걸으면서 다시 등장한거냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
@7시2중대신병 ㅋㅋ 말투에 작성글 보면 모르겠냐 개씹틀딱 정치충 병신 빨렙 틀딱새끼임 무시해라 이기야,0
몇 십 년 전의 아름다운 기억이...,1
중요한건 이 기차가 어디로 가느냐가 아니라 네가 이 기차를 탔다는거야,1
"@마용파 어준이 조작한거 퍼나르다 입쳐닫고 런한건
몰랐나봐?ㅋㅋㅋㅋㅋㅋㅋㅋ",0
가볍게 보기에는 시작이 역겹지만 진작에 봤어야할 영화였다. 포스터를 좀 잘 만들지. 그저그런 영화라 생각해 영화관에서 보지 않은 걸 후회하고 있으니 말이다. 시간여행을 한다는 소재만으로 짜집기라며 헐뜯기에는 배우들 연기도 좋고 엔딩까지의 메세지도 좋다,1
내용도 넘 공감가고 캐릭터들도 하나하나 생동감 있다 극이 진행되면서 결말이 빤히 보이면 재미없는데 결말이 끝까지 예측이 안된다 우리네 인생처럼,1
"이제 솔직히,
윤석열은 내가 판단해보고자 했으나
좌파인지 우파인지 구분은 할수없지만,
탱크인것만은 인정한다.",0
다시봐도 액션 명작이네.. 97년도에 만든건데 후덜덜하네요,1
@익명a3bc81 나 오형임,0
"@칸코쿠코센세 전복죽은 아는데
조선죽은 뭐꼬",0
"중년배우들의 열정, 투혼으로 만들어진 유쾌, 흥미진진한 영화",1
와 저정도면 예언서네ㅋㅋ기,0
시간이 85분밖에 안되서 진짜 짧다고 느꼈는데 남친이랑 저랑 둘다 엄청 몰입해서 재미있게 봤어요! 엄청 신선한 영화! 중간에 놀래서 한번 흐헉!! 하고 소리냄...,1
일부러 어그로 끄는 것 같긴 한데 저 따위로 하면 절대 오래는 못 감,0
"마지막 영화 1분이 이영화에 대한 나의 인식을 바꿨다. 은색비행선이 나올때는 정말 소름이 돋았다.ost,작화,스토리 복선 정말 다 좋다. 꼭 보는게 좋다.",1
원래 예능 잘 안보는데요거는 재방송으로라도 꼭 챙겨봐요연예인이라는 직업을 가지고 있는 사람들이 집으로 돌아갔을때 모습은 어떨까 궁금했는데인간적이고 보기 좋아요계속 룸메이트 생활 보고 싶어요~!!!!,1
씨발련 대가리가 있다면 블랙리스트다 뭐다 개지랄 떨지 않겠지,0
ost도 너무좋고 마지막으로 갈 즈음 좀 아쉬운 부분도 있었지만 오래 기억 될 드라마!! 배우들의 명연기도 정말 좋았습니당,1
조용원의 풋풋한 모습,1
ost 음반구하고 싶흠,1
영화를 보고 안치환의 '내 꿈의 방향을 묻는다'라는 노래제목이 생각나더랍니다.,1
"윤제문 연기력은 송강호,김윤석급. 다만 그들이 아니라서 영화가 묻혔네. 아깝다.",1
"텐프로에 5억 썼다
질문 받는다",0
헬좆수준,0
너무나 완벽한 영화여서 이 78년판 슈퍼맨을 본 사람들은 어쩔 수 없이 맨 오브 스틸에 불만족을 느끼게 될겁니다.,1
형들 이거 쩌는 영화 아님?ㅋㅋㅋㅋ 이제서야 봤네...엄청 잼나게..평점은 또 왤케 낮어..ㅋㅋ,1
이새끼는 반드시 518년 형으로 때리자,0
윤지오는 경찰에 뭐 대줌?,0
이래서 문재앙 ㄷㄷ,0
한발 뽑으러 간다 이기야,0
개새끼들.,0
@비매너유저 둘 다 낫을듯.,0
개새끼는 몽둥이가 답이지,0
"사실 현정권 집권하고 나서 한 일이라고 세금 올려서 북한에 국민 몰래 돈퍼준 것 밖에 없음
자유민주주의 대한민국 대통령이 아닌 것 같음",0
순수하고 떨리는 감정이 그대로 느껴지네요~~,1
보고 또 보고 정말 마법 같은 드라마,1
강지환 소지섭 고창석 모두 훌룡한연기... 몰입도 짱,1
저 표정 뭔지 모르는 사람은 모르지 모즈구스라고 베르세르크에 나오는 광신도 교주임,0
왜이제봤나싶은 영화 꼭보세요,1
평점이너무낮네요..화려한액션에 내용도좋았고 아주볼거리였어요..조로아들너무귀엽고그아비에그아들...온가족이대박...,1
케빈 스페이시! 감동이였다,1
@익명21cc2e 웅웅ㅎㅎ,0
"어휴 저미친년 저런년들이 쳐뒤져야되는데

씹같은년",0
평론가 말하는 꼬락서니 봐라 이게 언제나온 영화인데 드립질이냐...,1
"막줄대사도 넣어야지
'인마 누군 노짱 수사 안 해본 줄아나?'",0
"@흑인종특 누가 페북에다가 호남 = 북괴 라고 하던데, 딱 맞노",0
아프리카를 탈출하다야 아프리카로 탈출하다야? 유아용이에유. 유아들이 보면 좋겠네유.,1
약간의 아쉬움은 있지만 진짜 마지막에 빗소리랑 우산에 비 떨어지는 소리...온몸에 소름ㅜㅜ진짜 난 남자지만 여자배우도 진짜 이쁘지만 남자도 장난 아님..둘 다 그냥..,1
해피로 끝났으면 좋았을껀데,1
"연대 탄약병시절 대대 탄약 불출하러 5톤트럭타고 저 할머니 좌석에서 쪼그려갔었는데


존나힘들었음 1시간 쪼그려갈바에 차라리 35kg 탄박스 50개 옮기는게 나을정도 하루종일 저거 타는게 얼마나 힘든디 고생많으시네",0
@싸이코스루패스 네다김씨,0
우리학교에도이티가있다면좋겟다능 이티자전거타보고싶다능,1
"@사요아사 경제는 망할 수도 있고, 전쟁이 날 수도 있지만... 나라 자체가 넘어가는 걱정은 안해도 될거라고 본다.
우리한텐 미국이 있으니까...

독립, 6.25, 경제발전, 주한미군까지 조선시대 이후로 미국은 꾸준히 우리를 매우 크게 도와줬고,
오히려 과거보다 현재의 대한민국이 세계 10위권 경제대국이기 때문에,
그런 파괴력가진 강소국이 중국에 넘어가 중국의 힘이 되는걸 미국이 가만히 앉아서 두고 볼수도 없지.",0
"""종교영화에 대해 관심도 없고 종교에 대해 관심이 없어서 그저그렇고 대부분 아카데미 영화 수상작은 지루함과 너무 의미적이고 상투적이라 재미가 없었다. 하지만 이 영화는 종교에 대해 자연스럽게 보여주고 중간 쯤 부터는 마치 """"죄와벌""""을 보는듯한 느낌이다.""",1
"마누라한테 정력이 센게 무슨상관이야 이 아다새끼들아



밥을 정말 많이 잘먹어도 매일마다 밥만 못먹어",0
rubylincc//미안 재미없다,1
울동네는 180만원 내지 의료원,0
괜찮은듯,1
헤엘 조센에서도 여경 칼부림 한번 터져야 정신 차리지,0
좋았어요 터너의 그림이 너무 좋아서 본건데 영화도 좋네요!,1
30년은 앞선 영화다 진짜로ㅋㅋㅋ,1
"훌륭합니다. 주연, 조연 배우 모두 내공이 엄청난 배우들이네요!",1
"@1등급홍과어 개소리 병신새끼 논점벗어난 장애인식 초딩논리 씹저능아 유사인류 홍어같은 씹머갈빡새끼야



느금마가 염전노예상대로 창녀짓하다 얻어걸린 홍어기생충새끼가 애미보지 홍어머갈빡으로 쳐뚫고 튀어나오면서 염전에 대갈빡절여져서 그모양인거냐?ㅋㅋ 개 좆병신같은새끼 니애미보지 염전노예전용 무료급식보지 니애비 염전노예 ^슨^ 이 개 좆버러지같은 십새끼야



제발 어디가서 그딴식 토론하지마라 그대로 아갈통에 홍어 518마리 쑤셔넣고 자지짤라버리고싶으니까 이 개병신같은 씹쌔끼야



반박시 니애미 김정은 육변기 ^슨^ㅗ 이 씨발놈아



칵 퉷",0
@노짱합성러 포토샵키고 타블렛으로 그린다이기,0
그래도 자한당만 하겟나???,0
어메이진,1
평점10점가보죠~!,1
"그냥 정부에서 까라면 까는거임
아무리 언론에서 저래도 국민은 이제 더이상 안 믹을거다",0
나이거보고 초대박감동ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
명작이니 꼭 보십시오. 그리고 유튜브에 검색해보면 결말 4개 다 보실 수 있으니 참고하시길.,1
진짜 꿀잼이에요 !ㅋㅋㅋ 감질맛나는 이다해의 연기,1
"일베 왜이러냐 좆고전유물을...
가입 2018년 양심없는 년아
다른글들은 다 지웠네",0
역시.....감독님... 실망시키지 않는구나... 쵝오!!!^^,1
어렸을 때 이 영화를 보고 밤새도록 울었었는데ㅠㅠ 여우비 너무 불쌍해ㅜ,1
이쁘긴 존나 이쁘다 고급스러움,0
개콘 시발 폐지해야함,0
노그네랑 좆팔륙 틀딱들도 군대안갔자너ㅋㅋ나라를 위해 한게 뭐냐? 사이버애국???,0
전 ㅏㅇ주 잘봤어요!!,1
15년 전쯤 본 영화인데 아직도 그 향기를 잊을 수가 없네요.,1
킬링타임용 영화,1
완전 재미써요^^작가님짱!!,1
"사법농단으로 처형해야 한다

우리법연구회는 사법부의 하나회. 해체하고 회원들은 좌천시켜야 한다",0
평범해서 좋은 영화,1
머리 푸르니 더 예뻐.,1
막짤ㅋㅋㅋㅋㄱ,0
미필분들 꼭 한번 봐보시길,1
완전 내스타일 드라마임 보면서 계속 빠져듬 ㅠ글구 오늘 울었어요 완죤슬퍼요 ㅠ,1
놀랍도록 예술적이며 날카롭다. 이 영화지적할꺼면 그냥 평생 도둑들이나 보시면 될듯,1
종북좌파 대통령,0
온가족이 같이 즐길 수 있을 것 같아요~,1
세월이 흘러도 사랑받는 이유가 있는 크리스마스 명작!!! 난 왜 이제서야 봤을까...,1
....,1
"보는내내 천공의성 라퓨타가 생각날정도의 공간감과 순간 흡입력이 돋보인, 애니매이션을 좋아하는 사람이라면 평생에 꼭 한번은 봐야 후회없을 명작!!",1
또 봐도 재밌네요 ㅋ2편은 평점이거지네요;;,1
이거 스토리도 다양하고... 신선하고~재밌게 봤어요^^,1
새벽에 자기전에 오씨엔에서 봤는데 재밌는데.. 끝이 좀 허무..?,1
@띄어쓰기존나잘함 https://www.youtube.com/watch?v=lcATuVZazFs,0
"일베 뭐 캠페인 하냐
일베에도 이런 사람이 있다
이런거?",0
극악범들하고 전직 대통령 둘을 비교하지마라. 천벌받는다.,0
생각보다 지루하지도 않았고 오히려 잔잔한 감동을 주는 여운이 남는 영화다,1
내 친구는 초등학교 3~4학년 때 이 걸 최고의 영화라고 했다... 나는 20대 후반에 느낀 것을~ 그 놈은 지금 뭐 하고 있을까??....,1
시사회로 보고왔음!! 환상적인 음악과 깨알웃음이 공존하는 영화,1
"감독의 넘치는 기지와 센스, 미려한 영상과 아름다운 음악",1
CG가 너무하다 싶을 정도로 잘만들었다.,1
좌빨들은 저런 나라를 빨고 자빠졌으니,0
"최근 저 푸단 대학교라는 곳 근황

중국 푸단대 규정에 ‘사상자유’ 대신 ‘시진핑 사상’ 삽입
https://news.joins.com/article/23661082

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0
생각안하구 받는데 꿀잼있어요,1
진짜 재미있고 cctv영상등으로만 연출하니 더 진짜같음,1
아마존의눈물도 다 다운받아봤는데 남극의 눈물은 못봤었다.아직 못봤는데 그거바탕으로 한거라니 이거 잘 엮어 만들었다.송중기 나레이션이 참 좋았기도 하고여튼 아빠펭귄보고 감동의 눈물ㅋㅋ,1
